cleaned_text,sentiment
 if izzys on the cat tree she will stare him down but if she is on the floor he chases and she runs ,Negative
is very excited skyhd is coming today ,Positive
 your shows on easter monday is that am or fm will tune in ,Positive
i am filled with anguish because i am not outside now when the sun is shining damn i think about go out and do something but what ,Negative
 idiot i am not  i am   i am in mumbai only where the heck are you,Positive
 bad food amp a bug  misery   glad you are feeling better ,Negative
 i also send some updates in plurk but i upload photos on twitter  you did not see any of my updates on plurk zero ,Positive
excited to work on something challenging something to do with mobile ,Positive
250 miles from home and its nice and sunny ,Positive
making myself learn radiographic physics ,Positive
i am going to buy my slam dunk ticket today ,Positive
 just watched the movie wanted it was pretty darn good,Positive
 naw i wish i was in london  have a nice day,Positive
  i do not want to will phone back one of his colleagues and hope i do not get put through to him i think,Negative
my friend says you are gay stupid jonas brothers ,Negative
homework all day 2 assignments due by 40 but they are almost done ,Positive
i got the telekom g1 android mobile phone and hellits amazing what this thing can do ,Positive
just got home from working overtime 50am ya ,Negative
 no le gusta house of house 5 min intro ,Negative
 i agree  cleaning my car off made me really cold though ,Negative
wtfmy photoshop serial stopped workin that sucks ,Negative
 ok i am convinced you are a twitter experti was going with a rockin robin fanatic theorybut this one works too  thanks,Positive
 yeah it said your page did not exist now it is got that hacked ,Negative
i am so hungry but the only place to eat right now is the bakery there goes the workout ,Negative
it is going to be nice again tomorrow and then the rain comes back no nice weather for my birthday ,Negative
just finished dexter season 2 love this friggin show season 3 in netflix queue but does not look like the dvds are out yet ,Negative
 so not fair some of us are stuck at work  i want to be cozy at home,Negative
 i will miss him too bb  the episode seemed unimportant after foreteen found kutner so i stopped watching,Negative
layin it downwish my hb were here or vice versa only 3 days to go baby   hope you feel better in the am night fellow tweeters,Positive
did not make it by here today   they are saying we will have snow tomorrow wtf  it is tennessee  it does not even snow here in winter,Negative
going to bed and waking up tomorrow to write papers for class ,Negative
doing some brooke white research  searching for pictures and articles ,Positive
 yay i love them i just miss ollian videos from you ,Positive
 no i was half asleep and turned off the laptop after that ,Negative
 haha i called them bat fags and they shut up lol i am in bed and not sleeping eithe ,Positive
  sigh i just went on donnies page and saw the sad truthsorry for the misleading info ,Negative
 that photo you are using is adorable ,Positive
blegghhhh i have to go to work ,Negative
 sun shining here ,Positive
 my phone did not get that message you sent me ,Negative
 all i have to say about studio setup is that i would die without my flat files designed my whole studio around them ,Positive
 i totally took the change of scenery it was great ,Positive
no new csi tonight  fml,Negative
going for a run through the marina downtown and then balboa park with holly ,Positive
will not be going to nottingham today so no book browsing boo had lovely delicious dream though so will console myself with that ,Positive
fuck it i cannot sleep going shopping today ,Positive
it really is catchy  basic yet great wonder if it is a real fish or the tacky chia pet types ,Positive
 nothin on the cribbut def did not get errrythang back ,Negative
almost time for a ride q will i get it done and stay dry a no cos my shoes are still sopping from yesterday boo ,Negative
fairly certain i have the flu ,Negative
i lost my voice  if anyone finds it please let me know,Negative
made it into dc on saturday afternoon after 17 hours in air and am now in south fljetlag sucks  have not had a full sleep since thurs ,Negative
 i wish my dentist told me that ,Positive
 this is nuts thanks  i am dying over heah,Positive
it is going to rain today and i forgot my umbrella  hopefully i can get to work before it does or i will have to dodge raindrops,Negative
off to the bakery to buy yummy stuff ,Positive
off to work almost dead its going to be a bad bad day  i can just tell  think of me whilst you are tucked up in bed sipping tea,Negative
i am getting more and more people asking where they can buy the  album simple answer is quotnot yetquot  it will be on itunes eventually,Negative
this time last week i was in paris ,Negative
i wish i would make work disappear with the snap of my fingers ,Negative
 hey heidi  i love you and your music  keep on doing your thing  much love and support ya bwoi salman   reply ,Positive
grrrrr its snowing  i hate it when its cold it sure does not feel like spring,Negative
amp i played that shit out till the battery died ahahagood nite everyone ,Positive
i feel really crappy i hope i am not getting sick i have a full day ahead of me tomorrow ,Negative
 really i am not ,Negative
is strangely sad about lilo and samro breaking up ,Negative
dang my neck hurts so baddd i want to cry   peace ,Negative
remembering how painful moving sites from server to server is   meh where is a good robot when you need one ,Positive
 i am afraid too   you are reply about uni from ages ago,Negative
 thank you   i feel sad but hope we can give her a nice life til the end now,Negative
 hmm for that i would need to know what a splash page was   the graphic on the first page is a vector  of an old tlr  that it,Positive
